"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IFE288VE","webpage","2020","Voss, Jon","Redesigning Libraries, Archives & Museums Post-COVID-19","Medium","","","","https://medium.com/community-archives/redesigning-libraries-archives-museums-post-covid-19-b85bcc9eaae1","Long before this spring, many people were already facing the fact that a lot of the prevalent ways of working in cultural memory have…","2020-05-05","2020-06-04 12:28:09","2020-06-04 12:28:09","2020-06-04 12:28:09","","","","","","","","","","","","","","en","","","","","","","Library Catalog: medium.com","","/home/diegodlh/Zotero/storage/5YBZY97Z/redesigning-libraries-archives-museums-post-covid-19-b85bcc9eaae1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2NG5E4C","blogPost","2020","Williams, Matariki; Williams, Matariki","Karrabing Film Collective Tackles the Cultural and Environmental Devastation of Settler Colonialism","ARTnews.com","","","","https://www.artnews.com/art-in-america/features/karrabing-film-collective-day-in-the-life-1202686183/","Using smartphone cameras and improvised narratives, Karrabing Film Collective addresses Australian society and ecology from an Indigenous perspective.","2020-05-06","2020-06-04 12:26:09","2020-06-04 12:26:09","2020-06-04 12:26:09","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: www.artnews.com","","/home/diegodlh/Zotero/storage/EV7CEV2Q/karrabing-film-collective-day-in-the-life-1202686183.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9N7EDCB","blogPost","2020","Greenwald, Diana","What Can Data Teach Us About Museum Collections?","American Alliance of Museums","","","","https://www.aam-us.org/2020/04/27/what-can-data-teach-us-about-museum-collections/","Author’s Note: When I initially wrote this blog post several months ago, it was to describe and celebrate an initiative that I spearheaded at the National Gallery of Art that made new use of …","2020-04-27","2020-06-04 12:22:44","2020-06-04 12:22:57","2020-06-04 12:22:44","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: www.aam-us.org","","/home/diegodlh/Zotero/storage/SKGVPJFS/what-can-data-teach-us-about-museum-collections.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBDVZ8GJ","webpage","","","Serendipity: the hidden value of open data - data.govt.nz","","","","","https://data.govt.nz/use-data/showcase/serendipity-the-hidden-value-of-open-data/","","","2020-06-04 12:21:03","2020-06-04 12:21:03","2020-06-04 12:21:03","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/M2IZFS2R/serendipity-the-hidden-value-of-open-data.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESVY4WLC","webpage","","","EveryBody: An Artifact History of Disability in America","EveryBody: An Artifact History of Disability in America","","","","https://everybody.si.edu/","","","2020-06-04 12:16:25","2020-06-04 12:16:25","2020-06-04 12:15:40","","","","","","","EveryBody","","","","","","","en","","","","","","","Library Catalog: everybody.si.edu","","/home/diegodlh/Zotero/storage/9WSDUBJH/everybody.si.edu.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZYBK84J","blogPost","2020","","Prioritizing Image Descriptions and Digital Equity at Cooper Hewitt","American Alliance of Museums","","","","https://www.aam-us.org/2020/05/13/prioritizing-image-descriptions-and-digital-equity-at-cooper-hewitt/","During this time of crisis, it has never been more important to center access, equity, and inclusion in our response to the unknown. As we adapt quickly and shift our focus online, it is essential …","2020-05-13","2020-06-04 12:11:43","2020-06-04 12:11:43","2020-06-04 12:11:43","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: www.aam-us.org","","/home/diegodlh/Zotero/storage/3MZLGGX5/prioritizing-image-descriptions-and-digital-equity-at-cooper-hewitt.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMPIBCBV","blogPost","2020","Gabriels, Nele","Opening up a little more: a minimal-computing approach for developing Git and machine-actionable GLAM open data","Enriching Heritage","","","","https://enrichingheritage.wordpress.com/2020/05/01/git-and-machine-actionable-data-pilot/","by Mariana Ziku and Nele Gabriels One of the current hot topics in the GLAM (Galleries, Libraries, Archives, Museums) sector is that of presenting collections as data for use and reuse by as divers…","2020-05-01","2020-06-03 20:08:34","2020-06-03 20:08:34","2020-06-03 20:08:34","","","","","","","Opening up a little more","","","","","","","en","","","","","","","Library Catalog: enrichingheritage.wordpress.com","","/home/diegodlh/Zotero/storage/YBG2F4QM/git-and-machine-actionable-data-pilot.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DU85LKVR","book","2016","Melissa Levine, Richard C. Adler","Finding the Public Domain: Copyright Review Management System Toolkit","","","","","http://hdl.handle.net/2027/spo.14616082.0001.001","","2016","2020-06-02 13:49:55","2020-06-02 13:49:55","","","","","","","","Finding the Public Domain","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/EJZJNDWF/--finding-the-public-domain-copyright-review-management-system.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EYXHMPNC","videoRecording","","","This Work isn’t For Us","","","","","https://www.facebook.com/LUXMovingImage/videos/this-work-isnt-for-us/753658622120783/","This Work isn’t For Us is an ongoing study, initiated by Jemma Desai. Partly a critical appraisal of historic ‘diversity’ initiatives, partly an...","","2020-06-02 13:03:20","2020-06-02 13:03:20","2020-06-02 13:03:20","","","","","","","","","","","","","","en","","","","","www.facebook.com","","","","/home/diegodlh/Zotero/storage/NSNLI2KD/753658622120783.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYNUTUKY","webpage","","","BUGZ: Watt,J.C. 1982: 1981 presidential address: New Zealand beetles. N.Z. ENTOMOL.: 7(3):213-221","","","","","http://www.bugz.org.nz/WebForms/ResultDetails.aspx?CurrentDoc=0FE32169-D1E8-4D16-9AA2-9194018367AE&back=true&NewDoc=true&searchType=1&SearchString=Watt","","","2020-06-02 11:16:16","2020-06-02 11:16:16","2020-06-02 11:16:16","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/7QECXXNA/ResultDetails.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCZSZ5FI","journalArticle","1982","Watt, J. Charles","1981 PRESIDENTIAL ADDRESS New Zealand beetles","New Zealand Entomologist","","0077-9962","10.1080/00779962.1982.9722384","https://doi.org/10.1080/00779962.1982.9722384","The work of Thomas Broun on New Zealand Coleoptera is discussed, and the history and present location of his collections is recorded. The bequest by Broun of a major collection to the British Museum (Natural History), and the retention of other collections here in private hands rather than a public institution, severely restricted research on beetles in New Zealand for 40 years. Today most primary type specimens of New Zealand species remain overseas, and this is still an impediment to research in this country. Other important collections of New Zealand beetles and their present locations are discussed briefly. Current and recent work and publications by coleopterists on the New Zealand fauna are outlined briefly, including studies to be published soon in the “Fauna of New Zealand” series. The 91 families of Coleoptera (Crowson's classification) known to occur in New Zealand are tabulated, with numbers of presently published species (excluding synonyms) for New Zealand, North America, Britain, Australia, and the world. Counts of species actually present and recognised in the New Zealand Arthropod Collection are recorded: these total 4520 + native and 302 introduced species. It is estimated that the number of real species of Coleoptera in New Zealand considerably exceeds 5000. Relationships of the fauna are discussed briefly. “Cyphaleus” valdivianus from Chile is transferred from Tenebrionidae to Chalcodryidae.","1982-01-01","2020-06-02 11:15:55","2020-06-02 11:15:55","2020-06-02 11:15:55","213-221","","3","7","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/00779962.1982.9722384","","/home/diegodlh/Zotero/storage/IULV8Z2D/00779962.1982.html","","","collections; “Cyphaleus” valdivianus; Chalcodryidae; Coleoptera; fauna; New Zealand; systematics; T. Broun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAPGINMW","journalArticle","2019","School of Biological Sciences, University of Canterbury, Christchurch, New Zealand; Collier-Robinson, Levi; Rayne, Aisling; Rupene, Makarini; Thoms, Channell; Steeves, Tammy","Embedding indigenous principles in genomic research of culturally significant species: a conservation genomics case study","New Zealand Journal of Ecology","","01106465","10.20417/nzjecol.43.36","https://newzealandecology.org/nzje/3389","Indigenous peoples around the world are leading discusions regarding genomic research of humans, and more recently, species of cultural significance, to ensure the ethical and equitable use of DNA. Within a Māori (indigenous people of Aotearoa New Zealand) worldview, genomic data obtained from taonga (treasured) species has whakapapa – generally defined as genealogy, whakapapa layers the contemporary, historical and mythological aspects of bioheritage – thus genomic data obtained from taonga species are taonga in their own right and are best studied using Māori principles. We contend it is the responsibility of researchers working with genomic data from taonga species to move beyond one-off Māori consultation toward building meaningful relationships with relevant Māori communities. Here, we reflect on our experience embedding Māori principles in genomics research as leaders of a BioHeritage National Science Challenge project entitled ‘Characterising adaptive variation inAotearoa New Zealand’s terrestrial and freshwater biota’. We are co-developing a culturallyresponsive evidence-based position statement regarding the benefits and risks of prioritising adaptive potential to build resilience in threatened taonga species, including species destined for customary or commercial harvest. To achieve this, we co-developed a research programme with the local subtribe, Ngāi Tūāhuriri, that integrates Māori knowledge with emerging genomic technologies and extensive ecological data for two taonga species, kōwaro (Canterbury mudfish; Neochanna burrowsius) and kēkēwai (freshwater crayfish; Paranephrops zealandicus). The foundation of our research programme is an iterative decision-making framework that includes tissue sampling as well as data generation, storage and access. Beyond upholding the promises made in The Treaty of Waitangi, we contend the integration of Māori principles in genomics research will enhance the recovery of taonga species and enable the realisation of Māori values.","2019-12-07","2020-06-02 11:15:40","2020-06-02 11:15:40","2020-06-02 11:15:40","","","3","43","","","Embedding indigenous principles in genomic research of culturally significant species","","","","","","","en","","","","","Crossref","","","","/home/diegodlh/Zotero/storage/IVKYQK63/School of Biological Sciences, University of Canterbury, Christchurch, New Zealand et al. - 2019 - Embedding indigenous principles in genomic researc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLYA9JBC","journalArticle","2019","Seyfeddinipur, Mandana; Ameka, Felix; Bolton, Lissant; Blumtritt, Jonathan; Carpenter, Brian; Cruz, Hilaria; Drude, Sebastian; Epps, Patience L.; Ferreira, Vera; Galucio, Ana Vilacy; Hellwig, Brigit; Hinte, Oliver; Holton, Gary; Jung, Dagmar; Buddeberg, Irmgarda Kasinskaite; Krifka, Manfred; Kung, Susan; Monroig, Miyuki; Neba, Ayu'nwi Ngwabe; Nordhoff, Sebastian; Pakendorf, Brigitte; von Prince, Kilu; Rau, Felix; Rice, Keren; Riessler, Michael; Szoelloesi Brenig, Vera; Thieberger, Nick; Trilsbeek, Paul; van der Voort, Hein; Woodbury, Tony","Public access to research data in language documentation: Challenges and possible strategies","Language Documentation & Conservation","","1934-5275","","http://scholarspace.manoa.hawaii.edu/handle/10125/24901","The Open Access Movement promotes free and unfettered access to research publications and, increasingly, to the primary data which underly those publications. As the field of documentary linguistics seeks to record and preserve culturally and linguistically relevant materials, the question of how openly accessible these materials should be becomes increasingly important. This paper aims to guide researchers and other stakeholders in finding an appropriate balance between accessibility and confidentiality of data, addressing community questions and legal, institutional, and intellectual issues that pose challenges to accessible data.","2019-10","2020-06-02 11:15:22","2020-06-02 11:15:22","2020-06-02 11:15:22","545-563","","","13","","","Public access to research data in language documentation","","","","","","","en-US","Creative Commons Attribution-NonCommercial 4.0 International","","","","scholarspace.manoa.hawaii.edu","","Accepted: 2019-10-05T02:05:15Z Publisher: University of Hawaii Press","","/home/diegodlh/Zotero/storage/Z84IJVEM/24901.html; /home/diegodlh/Zotero/storage/Y8JYEZH6/Seyfeddinipur et al. - 2019 - Public access to research data in language documen.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJHNYA3B","webpage","","","Image Scrubber","","","","","https://everestpipkin.github.io/image-scrubber/","","","2020-06-01 15:38:45","2020-06-01 15:38:45","2020-06-01 15:38:45","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/UXLW5ZTE/image-scrubber.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72GEKC8M","webpage","2020","https://plus.google.com/+UNESCO","UNESCO launches a new blog “In Living Memory: Making the Most of Documentary Heritage in COVID-19 Decision-making”","UNESCO","","","","https://en.unesco.org/news/unesco-launches-new-blog-living-memory-making-most-documentary-heritage-covid-19-decision","","2020-05-26","2020-06-01 15:35:42","2020-06-01 15:35:42","2020-06-01 15:35:42","","","","","","","UNESCO launches a new blog “In Living Memory","","","","","","","en","","","","","","","Library Catalog: en.unesco.org","","/home/diegodlh/Zotero/storage/5ZDFPZMJ/unesco-launches-new-blog-living-memory-making-most-documentary-heritage-covid-19-decision.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VHKYNVW","blogPost","2020","","New tutorial video: “Confidentiality in Public Records”","The G.S. 132 Files","","","","https://ncrecords.wordpress.com/2020/05/26/new-tutorial-video-confidentiality-in-public-records/","The Government Records Section has released a 6 minute video tutorial explaining how to manage documents containing “confidential” information.  In the tutorial Whitney Ray and Colin Reeve d…","2020-05-26","2020-06-01 15:35:35","2020-06-01 15:35:35","2020-06-01 15:35:35","","","","","","","New tutorial video","","","","","","","en","","","","","","","Library Catalog: ncrecords.wordpress.com","","/home/diegodlh/Zotero/storage/7V7FLQVN/new-tutorial-video-confidentiality-in-public-records.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XY4PUFQ","webpage","2020","Addeo, Sam","Q&Archives: Capturing a Community-Based Archive with Queens Public Library","Medium","","","","https://medium.com/urban-archive/q-archives-capturing-a-community-based-archive-with-queens-public-library-d0e69f01d1a1","An Interview with Natalie Milbrodt, Director of Queens Memory at Queens Public Library","2020-05-29","2020-06-01 15:35:30","2020-06-01 15:35:30","2020-06-01 15:35:30","","","","","","","Q&Archives","","","","","","","en","","","","","","","Library Catalog: medium.com","","/home/diegodlh/Zotero/storage/T8TQUTJZ/q-archives-capturing-a-community-based-archive-with-queens-public-library-d0e69f01d1a1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMWKL4JN","webpage","2020","Addeo, Sam","Q&Archives: How the Brooklyn Public Library Approaches Curating Collections and Digital Initiatives","Medium","","","","https://medium.com/urban-archive/q-archives-how-the-brooklyn-public-library-approaches-curating-collections-and-digital-initiatives-fe65541a35df","An Interview with Natiba Guy-Clement, Manager of Special Collections at Brooklyn Public Library’s Brooklyn Collection","2020-05-29","2020-06-01 15:35:20","2020-06-01 15:35:20","2020-06-01 15:35:20","","","","","","","Q&Archives","","","","","","","en","","","","","","","Library Catalog: medium.com","","/home/diegodlh/Zotero/storage/UY9KHMJ7/q-archives-how-the-brooklyn-public-library-approaches-curating-collections-and-digital-initiati.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A55W98G8","webpage","","","Museum Survival Kit","Museum Survival Kit","","","","https://www.museumsurvivalkit.com/","A collaborative social media project for sharing tips, tricks, and tools drawn from the ​culture and history our museums share.","","2020-06-01 14:26:11","2020-06-01 14:26:11","2020-06-01 14:26:11","","","","","","","","","","","","","","en","","","","","","","Library Catalog: www.museumsurvivalkit.com","","/home/diegodlh/Zotero/storage/BIG5KNYA/www.museumsurvivalkit.com.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GI24XZ5V","webpage","2019","Davis, Josh","Are natural history museums inherently racist?","Natural History Museum","","","","https://www.nhm.ac.uk/discover/news/2019/july/are-natural-history-museums-inherently-racist.html","","2019-07-16","2020-06-01 10:54:56","2020-06-01 11:00:14","2020-06-01 10:54:56","","","","","","","","","","","","","","en","","","","","","","Library Catalog: www.nhm.ac.uk","","/home/diegodlh/Zotero/storage/P6XZ5GHL/are-natural-history-museums-inherently-racist.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHHT78GU","journalArticle","2018","Das, S.; Lowe, M.","Nature Read in Black and White: decolonial approaches to interpreting natural history collections","Journal of Natural Science Collections","","","","https://natsca.org/article/2509","","2018","2020-06-01 10:54:58","2020-06-01 10:54:58","2020-06-01 10:54:58","4-14","","","","","","Nature Read in Black and White","","","","","","","en","","","","","natsca.org","","","","/home/diegodlh/Zotero/storage/9XUHK87T/2509.html; /home/diegodlh/Zotero/storage/KMK3C5M9/Das and Lowe - 2018 - Nature Read in Black and White decolonial approac.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQ2JDCC3","videoRecording","2018","Budet, Osvaldo","END THE DEBT! DECOLONIZE! LIBERATE! Scroll Production Workshop - PART 1","","","","","https://vimeo.com/254747699","Since January 16th, a team of AgitArte artists and collaborators have been hard at work at Casa-Taller creating END THE DEBT! DECOLONIZE! LIBERATE!  Scroll (working&hellip;","2018-02-07","2020-06-01 08:30:53","2020-06-01 08:30:53","2020-06-01 08:30:53","","","","","","","","","","","","","","","","","","","Vimeo","","","","/home/diegodlh/Zotero/storage/DW3IJU4K/254747699.html","","","","","","","","","","","","","","","","","","","","","","","","PT00H04M38S","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2TKQJR5","webpage","","","FADGI Guidelines","Federal Agencies Digital Guidelines Initiative","","","","http://www.digitizationguidelines.gov/","","","2020-05-29 19:47:06","2020-05-29 19:47:39","2020-05-29 19:47:06","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/H6JLT37P/www.digitizationguidelines.gov.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DKQMMV5","journalArticle","2019","Kelly, Elizabeth Joan","Digital Cultural Heritage and Wikimedia Commons Licenses","Journal of Copyright in Education & Librarianship","","2473-8336","10.17161/jcel.v3i3.9771","https://www.jcel-pub.org/jcel/article/view/9771","Cultural heritage institutions can contribute to public knowledge and increase awareness of their collections by uploading digital objects to Wikimedia Commons for use on Wikipedia and other Wikimedia Foundation projects. However, prior research has established the difficulty of and/or hesitation by many cultural heritage institutions in clearly and accurately labeling the copyright status of their born-digital and digitized collections. With this knowledge, how likely is it that digital cultural heritage will be findable and usable on Wikimedia Commons? This study seeks to determine how accurate rights statements for cultural heritage objects on Wikimedia Commons are, and whether inaccuracies can be linked to problematic rights statements in cultural heritage digital libraries or whether the inaccuracies stem from Wikimedia Commons. By evaluating the rights statements, licenses, and sources for 308 Wikimedia Commons objects from 57 cultural heritage organizations and comparing that information to corresponding licenses from digital libraries, we can begin to develop best practices and educational needs for digital librarians, archives, museum curators, and Wikipedians alike to improve the user experience for those using digital cultural heritage on Wikimedia projects.","2019-10-13","2020-05-29 19:44:32","2020-05-29 19:45:49","2020-05-29 19:44:32","1-25","","3","3","","","Digital Cultural Heritage and Wikimedia Commons Licenses","","","","","","","en","Copyright (c) 2019 Elizabeth Joan Kelly","","","","www.jcel-pub.org","","Number: 3","","/home/diegodlh/Zotero/storage/SYWH32BG/9771.html; /home/diegodlh/Zotero/storage/ZT3BTGQ9/Kelly - 2019 - Digital Cultural Heritage and Wikimedia Commons Li.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQLZ8KNZ","webpage","","","DLF Wiki","","","","","https://wiki.diglib.org/Main_Page","","","2020-05-29 19:42:47","2020-05-29 19:42:47","2020-05-29 19:42:47","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/K56T238K/Main_Page.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P4QE9A7E","webpage","","","Smithsonian Learning Lab: Discover, Create, Share","Smithsonian Learning Lab","","","","https://learninglab.si.edu/","Smithsonian Learning Lab is your destination for millions of carefully curated, easily accessible, customizable, and shareable open educational resources.","","2020-05-29 19:30:21","2020-05-29 19:30:21","2020-05-29 19:30:21","","","","","","","Smithsonian Learning Lab","","","","","","","en","","","","","","","Library Catalog: learninglab.si.edu","","/home/diegodlh/Zotero/storage/ENR3XBWC/learninglab.si.edu.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4KPL6VTD","webpage","","","03 – Edinburgh’s Treasures","Open.Ed – The University of Edinburgh","","","","https://open.ed.ac.uk/category/03-edinburghs-treasures/","","","2020-05-29 19:28:12","2020-05-29 19:29:41","2020-05-29 19:28:12","","","","","","","","","","","","","","en-GB","","","","","","","Library Catalog: open.ed.ac.uk","","/home/diegodlh/Zotero/storage/5PB7CEIM/03-edinburghs-treasures.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BT3YTL7Z","blogPost","","","Climate Heritage Network","Climate Heritage Mobilization","","","","http://climateheritage.org/join/","Join the Climate Heritage Network!  The CHN is open to all government agencies, NGOs, universities, businesses and other organizations! The only requirement to join is that an organization sign or endorse the Climate Heritage Network Memorandum of Understanding (MOU), indicating its commitment to address climate change and support communities in achieving the decarbonization goals and","","2020-03-06 21:57:52","2020-05-29 19:23:39","2020-03-06 21:57:52","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: climateheritage.org","","/home/diegodlh/Zotero/storage/Z9DDPKL2/join.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZJMHYXZ","webpage","","","World Intellectual Property Day 2020: Green Innovation Surge Needed","World Intellectual Property Day 2020","","","","https://www.wipo.int/pressroom/en/articles/2020/article_0007.html","New WIPO figures show slow growth in innovation in environmentally friendly technologies in 2019.","","2020-05-29 19:09:40","2020-05-29 19:10:33","2020-05-29 19:09:40","","","","","","","","","","","","","","en","","","","","","","Library Catalog: www.wipo.int","","/home/diegodlh/Zotero/storage/R5GJ63QC/article_0007.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEWVV73Y","webpage","","","Open Access at Mia","Minneapolis Institute of Art","","","","https://collections.artsmia.org/info/open-access","","","2020-05-29 18:10:42","2020-05-29 18:10:57","2020-05-29 18:10:42","","","","","","","","","","","","","","","","","","","","","Library Catalog: collections.artsmia.org","","/home/diegodlh/Zotero/storage/FI7Q6DVB/open-access.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4ATQ8J3","webpage","","","Wikimedia Commons","","","","","https://commons.wikimedia.org/wiki/Main_Page","","","2020-05-29 18:09:45","2020-05-29 18:09:45","2020-05-29 18:09:45","","","","","","","","","","","","","","en","","","","","","","Library Catalog: commons.wikimedia.org","","/home/diegodlh/Zotero/storage/X6GHVKVY/Main_Page.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCI7C9HN","blogPost","","","#ColorOurCollections & Europeana Colouring Book","","","","","https://blog.europeana.eu/2018/02/colorourcollections-and-europeana-eych-colouring-book/","ColorOurCollections is a week-long colouring fest on social media organized by libraries, archives, and other cultural institutions around the world. Using materials from their collections, these institutions are sharing free colouring content with the hashtag #ColorOurCollections and inviting their followers to colour and get creative with their collections.","","2020-05-29 17:46:40","2020-05-29 18:07:24","2020-05-29 17:46:40","","","","","","","","","","","","","","en-GB","","","","","","","Library Catalog: blog.europeana.eu","","/home/diegodlh/Zotero/storage/RIYG2GYE/colorourcollections-and-europeana-eych-colouring-book.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T46PDPY3","blogPost","2020","","Datos enlazados","BVMC.Labs","","","","http://data.cervantesvirtual.com/blog/2020/01/23/datos-enlazados/","Introducción El catálogo de la Biblioteca Virtual Miguel de Cervantes contiene alrededor de 270,000 registros que fueron creados originalmente a partir del estándar","2020-01-23","2020-05-29 17:41:51","2020-05-29 18:06:39","2020-05-29 17:41:51","","","","","","","","","","","","","","es","","","","","","","Library Catalog: data.cervantesvirtual.com","","/home/diegodlh/Zotero/storage/2Q74FZ32/datos-enlazados.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IFMRKFWU","webpage","","","Biodiversity Heritage Library","","","","","https://www.biodiversitylibrary.org/","","","2020-05-29 18:06:13","2020-05-29 18:06:13","2020-05-29 18:06:13","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/49D2M4NW/www.biodiversitylibrary.org.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHKNYBLD","webpage","","","Publicaciones de divulgación científica (1909-1962) - Memoria Chilena","Memoria Chilena: Portal","","","","http://www.memoriachilena.gob.cl/602/w3-article-605909.html","Durante la primera mitad del siglo XX surgieron numerosas publicaciones específicamente dedicadas a la divulgación de la ciencia. Por lo general, estas fueron revistas y periódicos de carácter esporádico que reflejaron una preocupación de la época por la difusión científica.","","2020-05-29 17:41:28","2020-05-29 17:41:28","2020-05-29 17:41:28","","","","","","","","","","","","","","es","","","","","","","Library Catalog: www.memoriachilena.gob.cl","","/home/diegodlh/Zotero/storage/ZYPBUEI7/w3-article-605909.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B72A8ZPK","webpage","","","Autor:Biblioteca del Congreso Nacional de Chile - Wikisource","","","","","https://es.wikisource.org/wiki/Autor:Biblioteca_del_Congreso_Nacional_de_Chile","","","2020-05-29 17:40:35","2020-05-29 17:40:35","2020-05-29 17:40:35","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/5HGNIHG9/AutorBiblioteca_del_Congreso_Nacional_de_Chile.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
